,Time (seconds),f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,label
122,3.003377535981308,74.71752886153918,63.43619444039911,32.65336132080523,49.32941097415486,32.68082411658349,21.965955787741752,25.1881932582324,57.759337154418276,71.44187677395436,47.73701103834815,42.189890051699976,42.280829171190156,41.96580601738156,29.262433033826124,22.824720672855182,36.11864660641304,52.92779389751408,37.59547558912152,50.986606968485404,action_1
123,3.027790460046728,43.540929287944266,29.738549846973537,60.15224764281918,86.42350788612677,58.55151385454865,47.662057598776855,69.51548622877473,43.18773111767985,92.24680850671723,480.3827347104777,60.81133199272665,56.51694468786848,96.05509909435877,63.81936927099789,37.274134592906286,42.12041539744517,51.301304825653105,38.49651264387271,17.314948402863685,action_1
124,3.0522033841121488,27.58094414096091,45.219548664473244,51.00008906158072,46.651210569322316,53.431453715430315,42.95296744224357,94.37954671823185,77.95667362407454,188.32392764474446,1473.8081099083975,131.56689331956284,79.47964997290838,57.87709476038763,56.04807218937865,56.854460843927676,101.60798099764715,62.38199647758973,30.4704548182906,24.622739965987698,action_1
125,3.0766163081775697,59.87882933903293,129.81130117893855,151.7197572322115,94.60518896716971,87.22617742326281,79.63690621601802,105.11903894939512,151.29909792256603,378.8217709590273,3157.1214550258555,182.3880175654231,111.80945777938066,108.08882718748107,78.12260353193496,95.94516262406854,145.78715777899922,86.66554563555725,81.1827742686442,91.43421404056087,action_1
126,3.10102923224299,47.853741543095296,44.51328675193445,63.1573673206075,66.48388619821144,105.30367772818977,149.9614527196643,196.35633310588418,458.51292642906037,2670.078412360643,6283.9095927658,380.09399349498216,264.86146273657255,177.71879221097572,74.64716141158509,79.65400146776183,137.22478327136736,73.82147725898733,100.41814720832092,117.33374004949377,action_1
127,3.1254421563084107,171.44544304420728,166.8623995883921,141.44623446133141,297.10270972853687,398.6311679743519,385.3588025444995,166.61888275841602,2891.217640572304,7015.611016503004,4927.603114175524,405.1995893745636,495.9086128853994,173.7438319167514,256.17811984592794,342.49962721253183,257.8047929616063,125.84738370807385,70.85864417619679,82.60821780551558,action_1
128,3.1498550803738308,1193.629304903866,1825.2105670007709,2381.689688714234,2559.12591315792,1081.736467242775,935.5473719784337,977.3846734491368,2502.957900816106,2902.3796026812092,1000.3650786182345,161.21065562518555,292.97117109235717,280.8056626256913,121.62664590363232,93.44730649878339,230.59586587125588,408.83783066815516,364.3051255373217,277.5919723254717,action_1
129,3.174268004439252,291.44657782433535,730.0050404402833,582.5136646119095,595.711286919453,507.5159660546178,693.5048662873993,777.2917990845044,1069.621812691521,1256.3493090948446,1890.4002325936096,141.10680042693718,112.13627679916584,113.71954014606483,95.16065740225194,74.99889219221356,69.80503548608975,53.038889096262814,83.02828242832538,115.49165728636898,action_1
130,3.198680928504672,946.3105686802977,1041.2597368730499,1069.3264015339141,658.7233506550838,517.9817302068549,973.0140906253567,617.473629579221,680.9653766043593,939.214893389272,1718.3936987469322,144.34925929669473,73.76699983940554,69.38946802445774,52.78195462771923,148.24824520600484,102.85509303724638,86.30757527723209,133.86565342590686,151.95361964857744,action_1
131,3.2230938525700927,26.469382526351318,35.100357172576516,29.628486871621327,64.7968695668051,71.78057075906996,81.28571254173947,56.05224203231287,50.96186860123581,58.187838609620435,117.47344838838382,1659.6965696010361,1555.5467545887975,1063.0465356929978,949.3058797781198,702.5997896031897,403.1600028267797,197.39121913301003,63.32499563009803,37.798644709241174,action_1
