,Time (seconds),f0,label
328,8.032439893457942,858.5042264403171,action_1
329,8.056852817523364,528.7389337958962,action_1
330,8.081265741588785,656.4830905890016,action_1
331,8.105678665654205,211.19230801360317,action_1
332,8.130091589719626,678.4228422213866,action_1
333,8.154504513785046,436.9178032141114,action_1
334,8.178917437850469,335.28935424131777,action_1
335,8.203330361915887,659.9129521423475,action_1
336,8.227743285981306,318.3260738465533,action_1
337,8.252156210046728,130.14195988470854,action_1
338,8.276569134112151,74.65931147158727,action_1
487,11.914094819859812,186.3247058628489,action_1
488,11.938507743925232,141.80334127470925,action_1
489,11.962920667990653,224.60436094346733,action_1
490,11.987333592056071,512.7405408460105,action_1
491,12.011746516121494,690.9123667282705,action_1
492,12.036159440186912,709.6588695579228,action_1
493,12.060572364252335,511.0486104922925,action_1
494,12.084985288317757,394.1962903349133,action_1
495,12.109398212383175,254.1936190090492,action_1
496,12.133811136448598,378.9477713442272,action_1
497,12.158224060514016,296.5578144022443,action_1
498,12.182636984579439,300.062212322722,action_1
499,12.20704990864486,416.5091517785272,action_1
500,12.23146283271028,204.7897565364705,action_1
501,12.2558757567757,172.04092378831766,action_1
502,12.28028868084112,49.31775633383885,action_1
543,13.281218567523362,81.50363972847157,action_1
544,13.305631491588786,299.6176090789412,action_1
545,13.330044415654204,669.4505265298097,action_1
546,13.354457339719625,505.3483975980074,action_1
547,13.378870263785045,650.0702172676623,action_1
548,13.403283187850466,160.0218011793026,action_1
549,13.427696111915886,157.66802584525453,action_1
550,13.452109035981307,249.77841621493505,action_1
551,13.476521960046728,427.3205718477254,action_1
552,13.500934884112148,340.15378950257383,action_1
553,13.525347808177571,219.40356117321843,action_1
554,13.549760732242987,196.58062462920975,action_1
555,13.57417365630841,224.53468533223528,action_1
556,13.59858658037383,132.0782581747128,action_1
594,14.526277694859813,87.1365255271991,action_1
595,14.550690618925232,276.64951201260396,action_1
596,14.575103542990654,813.814328199796,action_1
597,14.599516467056072,398.75653982933716,action_1
598,14.623929391121495,1000.0926739930003,action_1
599,14.648342315186913,349.9311518868194,action_1
600,14.672755239252336,323.0429253293757,action_1
601,14.697168163317757,408.48000840842184,action_1
602,14.721581087383175,365.8922250877816,action_1
603,14.745994011448596,335.20576774797627,action_1
604,14.770406935514018,411.4704617441365,action_1
605,14.794819859579434,419.3131247936744,action_1
606,14.81923278364486,249.8599875751573,action_1
607,14.843645707710278,91.61457775838971,action_1
608,14.868058631775698,117.02527071653375,action_1
644,15.74692389813084,66.87089703306061,action_1
645,15.77133682219626,178.87993073248032,action_1
646,15.79574974626168,400.11535800920296,action_1
647,15.8201626703271,748.0345931130229,action_1
648,15.844575594392523,548.1429589874297,action_1
649,15.868988518457945,556.5048467538218,action_1
650,15.893401442523365,277.7004116606415,action_1
651,15.917814366588786,286.69895464607544,action_1
652,15.942227290654204,430.4012986949725,action_1
653,15.966640214719625,464.81378753810935,action_1
654,15.991053138785045,534.4008682576372,action_1
655,16.015466062850464,739.0812038418393,action_1
656,16.039878986915888,291.17130275027733,action_1
657,16.064291910981307,422.4901769632198,action_1
658,16.088704835046727,161.7250855597733,action_1
659,16.113117759112143,118.28520060566231,action_1
698,17.06522179766355,79.22265712307144,action_1
699,17.08963472172897,272.17660914448606,action_1
700,17.114047645794393,910.9344875803264,action_1
701,17.138460569859813,610.3936496024829,action_1
702,17.162873493925233,624.8898831783042,action_1
703,17.187286417990652,245.66334193229298,action_1
704,17.211699342056068,141.32956522286395,action_1
705,17.236112266121495,318.1845224124818,action_1
706,17.260525190186915,501.8606122093869,action_1
707,17.284938114252338,536.1600208593378,action_1
708,17.309351038317757,470.92569775895765,action_1
709,17.333763962383173,292.67678714375313,action_1
710,17.358176886448597,134.50083611484317,action_1
711,17.382589810514016,112.62632822225129,action_1
909,22.216348775467292,87.16249288872567,action_1
910,22.240761699532708,137.8951622741786,action_1
911,22.265174623598128,512.3904395170157,action_1
912,22.289587547663544,752.0648249577748,action_1
913,22.314000471728967,519.8749552980131,action_1
914,22.33841339579439,332.2385564123213,action_1
915,22.36282631985981,681.7542635453059,action_1
916,22.38723924392523,220.10527908108142,action_1
917,22.411652167990653,686.68287188793,action_1
918,22.436065092056076,412.252782147205,action_1
919,22.46047801612149,435.18230741390647,action_1
920,22.48489094018691,493.62057080838883,action_1
921,22.509303864252335,370.0329285506885,action_1
922,22.53371678831775,237.74522355107675,action_1
923,22.55812971238317,268.2535340686935,action_1
924,22.582542636448604,143.89658022054104,action_1
972,23.754362991588785,234.4724949442053,action_1
973,23.7787759156542,567.0187704504661,action_1
974,23.803188839719624,656.1854132068369,action_1
975,23.827601763785047,494.14434225229013,action_1
976,23.852014687850467,408.7686520845799,action_1
977,23.87642761191589,243.2299583230917,action_1
978,23.900840535981306,257.8779968534706,action_1
979,23.92525346004673,175.8388462045667,action_1
980,23.94966638411214,533.0637531028353,action_1
981,23.974079308177572,463.99774263867516,action_1
982,23.998492232242988,290.59807054813166,action_1
983,24.022905156308408,412.8129673407369,action_1
984,24.047318080373827,271.44932085158194,action_1
985,24.07173100443925,84.69288571320604,action_1
1029,25.145899663317753,104.81245442234224,action_1
1030,25.170312587383176,288.32703818521554,action_1
1031,25.194725511448603,596.5959652870107,action_1
1032,25.21913843551401,496.8194462901464,action_1
1033,25.243551359579435,505.95873001217797,action_1
1034,25.267964283644858,280.9543515723972,action_1
1035,25.29237720771028,155.7149731636734,action_1
1036,25.316790131775694,443.2237873897593,action_1
1037,25.34120305584112,325.21137084310163,action_1
1038,25.36561597990654,499.22040069477765,action_1
1039,25.390028903971963,429.7380359151826,action_1
1040,25.414441828037383,260.1491502384367,action_1
1041,25.4388547521028,148.21753173814804,action_1
1104,26.976868968224288,200.2078126788344,action_1
1105,27.001281892289715,696.8460076091661,action_1
1106,27.025694816355138,757.8912137394077,action_1
1107,27.05010774042056,713.9661962692447,action_1
1108,27.074520664485973,609.3894196418232,action_1
1109,27.098933588551397,142.40363611839894,action_1
1110,27.12334651261682,330.0260880400301,action_1
1111,27.14775943668224,524.1273693234234,action_1
1112,27.172172360747663,500.15460079101393,action_1
1113,27.19658528481308,295.8392444262828,action_1
1114,27.220998208878502,449.96375832586716,action_1
1115,27.24541113294392,328.2015753451285,action_1
1116,27.26982405700934,354.5705316270696,action_1
1172,28.63694780467289,146.7065132955526,action_1
1173,28.661360728738316,418.7579926460926,action_1
1174,28.685773652803736,796.9964044301418,action_1
1175,28.710186576869155,560.187866906362,action_1
1176,28.73459950093457,765.6832510842944,action_1
1177,28.759012424999995,239.27263267288558,action_1
1178,28.783425349065414,223.64868956743516,action_1
1179,28.80783827313084,509.75520438576757,action_1
1180,28.832251197196253,683.4185478988945,action_1
1181,28.856664121261677,459.0881167249085,action_1
1182,28.8810770453271,637.351145919486,action_1
1183,28.90548996939252,631.5223936607033,action_1
1184,28.929902893457943,461.81125689388017,action_1
1185,28.95431581752336,140.32906657608476,action_1
1186,28.97872874158878,68.31566674786976,action_1
158,3.8813043,348.41043161078636,action_2
159,3.9063456,326.3582205083493,action_2
160,3.9303012,637.1681598552052,action_2
161,3.9553034,1170.4095706207495,action_2
162,3.9793017,1064.4537631272888,action_2
163,4.0043066,378.09759198241966,action_2
164,4.0283036,513.8649974796326,action_2
165,4.0533035,1767.5967048199109,action_2
166,4.075820200000001,1846.1113568604599,action_2
167,4.1018116,974.6170566398426,action_2
168,4.1248144999999985,1673.0426717356268,action_2
169,4.151159,1314.2451531577992,action_2
170,4.174926,1486.7206015490065,action_2
171,4.1988735,698.6354784359758,action_2
172,4.222873,1153.0638063126214,action_2
173,4.247874,1249.6388537418322,action_2
174,4.2718732,1587.1040011006971,action_2
175,4.2968748,1329.7487784971374,action_2
176,4.319888400000001,715.1311922346644,action_2
177,4.346035,1463.835111490509,action_2
178,4.3688767,1261.6895633626646,action_2
179,4.3950691,413.90529528725153,action_2
180,4.4179618,1262.9043447434904,action_2
181,4.4433239,739.0459702849072,action_2
182,4.4670048,357.80395685825937,action_2
183,4.4921851,1078.081343593642,action_2
184,4.516105400000002,438.3400237153493,action_2
185,4.5410228,586.8941162285332,action_2
186,4.5651715,842.0919452743174,action_2
187,4.5902107,206.64135360740798,action_2
188,4.6131213,475.510259043942,action_2
189,4.6391218,330.73197411152273,action_2
190,4.6626511,237.9947894192857,action_2
252,6.1753845,215.2624101179195,action_2
253,6.2014747,392.15619496836,action_2
254,6.2241447,999.0558881381703,action_2
255,6.2505152000000015,1357.9568625775794,action_2
256,6.273442,2328.6036644245387,action_2
257,6.2982209000000005,246.5525635975783,action_2
258,6.3230705,1841.3465960046988,action_2
259,6.3473966,1696.640638241835,action_2
260,6.371165,130.8280856712985,action_2
261,6.3960772000000015,1064.1993704245422,action_2
262,6.4195709,2326.526919074123,action_2
263,6.4454618,2091.5852703804007,action_2
264,6.4684300000000015,386.73124939721635,action_2
265,6.4939883,1620.717704622991,action_2
266,6.5184493,1220.1759437216804,action_2
267,6.5429902,599.203908754925,action_2
268,6.5661759,1661.9325777550628,action_2
269,6.5915442,2063.942584646835,action_2
270,6.6160762,885.6414713603418,action_2
271,6.6400697,1604.9250536121785,action_2
272,6.6641822,1595.5322576099759,action_2
273,6.689317699999998,1074.5320670791077,action_2
274,6.7121978,1710.7939537864313,action_2
275,6.739300999999998,235.5270731288234,action_2
276,6.761255,724.4565599943937,action_2
277,6.7872,1060.7918887593128,action_2
278,6.8101993,348.8070491096286,action_2
279,6.8361981,502.0440673162324,action_2
280,6.8595378,453.9309805418636,action_2
281,6.8845747,314.9627259478128,action_2
349,8.5453904,411.8668826146286,action_2
350,8.5683961,506.91718242714927,action_2
351,8.594478599999999,716.0911117949366,action_2
352,8.617559,1332.652765895625,action_2
353,8.642092,1386.0408665918537,action_2
354,8.666091699999999,343.4204928384655,action_2
355,8.6910911,186.43708575431984,action_2
356,8.7146409,515.3716916893178,action_2
357,8.7407587,1610.4075732680496,action_2
358,8.763748199999998,1422.2844568725156,action_2
359,8.7890959,1311.4559742478866,action_2
360,8.812037,1074.423364201699,action_2
361,8.839227900000003,842.0678541070436,action_2
362,8.861057800000003,845.1040438514523,action_2
363,8.8868625,1125.735406497449,action_2
364,8.910178199999997,915.7356739979916,action_2
365,8.9351773,1733.0503849467887,action_2
366,8.9588585,1118.1623568031875,action_2
367,8.9841769,263.1750457266483,action_2
368,9.0084472,356.19747929953195,action_2
369,9.0334449,1289.5124211475156,action_2
370,9.0565124,959.7650951777116,action_2
371,9.0824435,1259.9097926415072,action_2
372,9.1056807,833.8878189826141,action_2
373,9.1315434,300.6791221502853,action_2
374,9.1546905,530.0199903641893,action_2
375,9.1794438,635.8591544269169,action_2
376,9.2034435,354.07159694370284,action_2
377,9.2285149,535.1634940660554,action_2
471,11.5229168,356.6131488579421,action_2
472,11.5466549,1017.9964844861403,action_2
473,11.5725105,1272.8050735576394,action_2
474,11.5955124,1519.8268837339585,action_2
475,11.621510699999998,1386.9633301458673,action_2
476,11.643806199999998,849.4381853985964,action_2
477,11.6703179,566.8770528518257,action_2
478,11.6925106,1088.8282437656146,action_2
479,11.7186203,2554.981436499353,action_2
480,11.7415085,568.040796350178,action_2
481,11.7665088,2311.005914237925,action_2
482,11.7909112,1154.376568537127,action_2
483,11.815696,1022.53828070675,action_2
484,11.839643,1285.6595387354105,action_2
485,11.8649247,1062.746115687231,action_2
486,11.8876433,309.57340735880587,action_2
487,11.9137633,1403.9302541770733,action_2
488,11.936700300000002,868.8889296762317,action_2
489,11.962762800000002,229.1544298134866,action_2
490,11.9856999,569.6410550601225,action_2
491,12.0109935,792.2953004428077,action_2
492,12.0347002,226.0814144911943,action_2
493,12.0596981,596.8247805073039,action_2
569,13.915736,700.8643584229097,action_2
570,13.9397337,356.8723416798886,action_2
571,13.964735500000002,278.8866849060246,action_2
572,13.9877362,715.1997924428836,action_2
573,14.0137331,1408.3143232235004,action_2
574,14.0367343,1038.7069408851394,action_2
575,14.0627401,555.8629156518841,action_2
576,14.0858161,225.9630928691116,action_2
577,14.1108215,726.6727455985284,action_2
578,14.1348131,1466.3692677460112,action_2
579,14.1598184,855.6894068022979,action_2
580,14.184067,674.4592123499114,action_2
581,14.208719,1704.054393773721,action_2
582,14.231719,1600.762806410897,action_2
583,14.2577195,850.3791281238803,action_2
584,14.2807162,967.6715445550503,action_2
585,14.3075557,912.9316415872003,action_2
586,14.329654500000002,911.2652148150568,action_2
587,14.3546557,1845.3929631346155,action_2
588,14.3786631,1417.8594015647045,action_2
589,14.4045789,315.0538201594024,action_2
590,14.427659699999998,946.2983661894167,action_2
591,14.4525745,1567.4403691339596,action_2
592,14.4755704,427.998775867149,action_2
593,14.5012157,1308.5588123505825,action_2
594,14.5241487,730.4453034840849,action_2
595,14.5501485,347.31827832933976,action_2
596,14.5742395,447.9277870629528,action_2
597,14.5981503,92.29359515848246,action_2
598,14.622231,533.253144450168,action_2
599,14.648231699999998,369.81487305541117,action_2
809,19.7747304,95.09761586525312,action_2
810,19.7979786,880.3149041934853,action_2
811,19.8238549,1512.0742083754556,action_2
812,19.8468499,1001.7510831482257,action_2
813,19.8718495,236.86130858667764,action_2
814,19.8958576,745.3091008058882,action_2
815,19.9212184,1137.7117647005534,action_2
816,19.9439569,1445.412457204296,action_2
817,19.9699533,989.1905588078597,action_2
818,19.993132100000004,1335.1109526765765,action_2
819,20.019052,1046.705885890098,action_2
820,20.0421355,1116.2493209458341,action_2
821,20.0670524,940.2638202634143,action_2
822,20.0912077,1108.072360029662,action_2
823,20.1159523,1950.114189284682,action_2
824,20.1399922,1104.4792340009642,action_2
825,20.1647134,532.5271556841197,action_2
826,20.1892853,1135.4751689440457,action_2
827,20.2142189,813.8979598062875,action_2
828,20.2372978,345.38925426511696,action_2
829,20.263222,837.526269487593,action_2
830,20.2862179,229.85888660927841,action_2
831,20.3123734,444.4851382349086,action_2
832,20.3353727,369.8444779567642,action_2
907,22.1669557,153.49843744370318,action_2
908,22.1909556,1707.3860505534699,action_2
909,22.2164457,1610.244493781158,action_2
910,22.2404466,945.6455686227858,action_2
911,22.265347,202.7573518374342,action_2
912,22.2883527,344.65237222781303,action_2
913,22.3141267,895.0199517455409,action_2
914,22.336924300000003,1293.745176231582,action_2
915,22.3629208,381.24349442317384,action_2
916,22.3854659,1351.1482241547105,action_2
917,22.4131134,1192.2909003085208,action_2
918,22.435119600000004,2017.4717618382572,action_2
919,22.4601119,1240.9213861422547,action_2
920,22.4841142,1251.8818855797667,action_2
921,22.5091949,910.8225779930369,action_2
922,22.5332289,1560.5939987959937,action_2
923,22.5582273,2096.137244159865,action_2
924,22.5812297,407.15252733133315,action_2
925,22.6072361,1083.0176866838067,action_2
926,22.6303637,1246.656329045434,action_2
927,22.6563611,386.7715523591723,action_2
928,22.6793628,1003.6137114097234,action_2
929,22.7043598,573.4648561678957,action_2
930,22.7276113,283.05889368387625,action_2
931,22.7536161,724.5295268144059,action_2
932,22.777619100000006,513.2209076334875,action_2
933,22.8026237,485.1152105177677,action_2
934,22.8249691,736.7560174083552,action_2
996,24.3399975,209.2633330722575,action_2
997,24.3651264,567.3857791342767,action_2
998,24.3879948,1128.9165704545296,action_2
999,24.413404,1094.5575691844617,action_2
1000,24.4365375,183.9182807264587,action_2
1001,24.4624016,271.7698623386795,action_2
1002,24.485399,1020.0465625780679,action_2
1003,24.5104005,1812.404106256444,action_2
1004,24.534502300000003,1081.2806096931422,action_2
1005,24.5595095,1854.0482539626507,action_2
1006,24.5835063,1199.4866407866996,action_2
1007,24.6096225,526.6334789107401,action_2
1008,24.6325099,1564.1144420362439,action_2
1009,24.6575136,1439.365248078744,action_2
1010,24.6805053,263.187166151526,action_2
1011,24.706720800000006,1585.139315685855,action_2
1012,24.7296371,1594.833637065878,action_2
1013,24.7556419,375.7990271282405,action_2
1014,24.779647600000004,1366.3333470388204,action_2
1015,24.803640100000006,968.0615323623883,action_2
1016,24.8278148,680.5655600072378,action_2
1017,24.8528154,1240.4722252066679,action_2
1018,24.8768198,694.7400529214535,action_2
1019,24.9019167,656.004298350017,action_2
1020,24.9248223,943.0857661012759,action_2
1021,24.9508276,1161.318500795206,action_2
1022,24.974004500000003,688.9538630788263,action_2
1023,24.999401100000004,939.9555608375869,action_2
1024,25.0231726,207.6774017879006,action_2
1025,25.0491693,409.8659140400288,action_2
1026,25.0721705,710.4033944316745,action_2
1103,26.952032300000006,315.32921121267066,action_2
1104,26.9760299,187.40168708089507,action_2
1105,27.0010326,410.1259134093022,action_2
1106,27.024142699999995,621.4069179040715,action_2
1107,27.050035,759.7803727052133,action_2
1108,27.0730329,610.3042611975067,action_2
1109,27.0994332,313.88171800797636,action_2
1110,27.1220315,602.7808585130413,action_2
1111,27.1480331,777.0599190560878,action_2
1112,27.1710303,1042.2740546997172,action_2
1113,27.196175300000004,1005.7577115778228,action_2
1114,27.2200294,858.2486388136006,action_2
1115,27.2450309,954.6750601348407,action_2
1116,27.268029700000003,357.06392867905447,action_2
1117,27.2940288,1090.282559953268,action_2
1118,27.3172998,1116.9248922730783,action_2
1119,27.344188899999995,423.3114644904618,action_2
1120,27.3663015,1134.3962109617305,action_2
1121,27.3911841,913.0093845220094,action_2
1122,27.415249300000006,510.6487163731752,action_2
1123,27.4401865,1255.3514659190394,action_2
1124,27.4643044,827.4984288475031,action_2
1125,27.4891813,945.4814291177046,action_2
1126,27.5121815,1170.08124462357,action_2
1127,27.538187,790.331949876118,action_2
1128,27.561182,830.5814876065456,action_2
1129,27.5871875,1620.3512707262116,action_2
1130,27.6101985,410.4121857388729,action_2
1131,27.6363695,1400.4681871583277,action_2
1132,27.6596038,787.9028843470908,action_2
1133,27.6843698,392.3113697949008,action_2
1134,27.7085919,1289.2416488654433,action_2
1135,27.733637800000004,436.2015875460157,action_2
1136,27.7584641,277.58569064068337,action_2
1137,27.7818642,696.6802121092525,action_2
1138,27.8044615,300.6103119017826,action_2
1139,27.8313668,359.09159041902114,action_2
1140,27.854404,253.56952637872124,action_2
1200,29.3203156,490.1039678619026,action_2
1201,29.345315000000006,1072.840531594893,action_2
1202,29.368314,923.181702723992,action_2
1203,29.3943102,270.6575864875708,action_2
1204,29.41644,397.7650416627345,action_2
1205,29.442944800000006,995.203740487648,action_2
1206,29.465944300000004,1266.8404378695066,action_2
1207,29.4909408,1188.6766053932242,action_2
1208,29.514945500000003,2062.1143337321178,action_2
1209,29.5405178,1514.161626851797,action_2
1210,29.5645156,372.32801669145135,action_2
1211,29.5885153,957.933544769411,action_2
1212,29.611513899999995,1510.6985387668674,action_2
1213,29.6383109,831.778930562563,action_2
1214,29.6611724,916.0703072400785,action_2
1215,29.687165500000006,915.6949972608156,action_2
1216,29.7101669,243.3336957427644,action_2
1217,29.7351675,740.0404580607735,action_2
1218,29.7594879,1802.2912473544782,action_2
1219,29.7841673,775.1393619320477,action_2
1220,29.808167699999995,965.6769309266604,action_2
1221,29.8323216,1145.1522908258728,action_2
1222,29.8571668,496.30576413629404,action_2
1223,29.8811598,999.4677324230445,action_2
1224,29.9041581,1039.607458947876,action_2
1225,29.9307299,550.0350650466191,action_2
1226,29.953728700000006,1334.0194914989129,action_2
1227,29.9797342,183.65547890080072,action_2
1228,30.0029783,225.65974361456597,action_2
1229,30.0283637,770.5088558838731,action_2
1230,30.0523632,379.7038571750026,action_2
1231,30.0773642,365.3516457257617,action_2
1424,34.7881687,200.5355204266148,action_2
1425,34.81316760000001,1104.7311885429192,action_2
1426,34.8363032,497.27416573614374,action_2
1427,34.8626227,494.46810143791566,action_2
1428,34.8853049,243.5759483064895,action_2
1429,34.9112971,211.6090738190789,action_2
1430,34.9341698,911.3659329649944,action_2
1431,34.959293100000004,563.3612108320608,action_2
1432,34.983171500000005,1894.6509650149985,action_2
1433,35.0081725,1360.504432871832,action_2
1434,35.0322845,1522.1376132352593,action_2
1435,35.0572882,1164.7365086571353,action_2
1436,35.0812979,346.93946323209093,action_2
1437,35.1062813,840.2802401939376,action_2
1438,35.129405299999995,1850.4440657069108,action_2
1439,35.1544054,6541.797721022892,action_2
1440,35.1784093,1615.5141193500353,action_2
1441,35.2044122,1190.5052537624651,action_2
1442,35.2279162,588.2351874925388,action_2
1443,35.2519081,1249.9388760413467,action_2
1444,35.27612879999999,1567.1920145446225,action_2
1445,35.3009079,536.286429206977,action_2
1446,35.3249104,2084.157265116424,action_2
1447,35.3499134,864.2577916672359,action_2
1448,35.37290720000001,588.9702707399116,action_2
1449,35.3990009,746.5842177652204,action_2
1450,35.421907899999994,820.6220275597487,action_2
1451,35.4480171,632.3643831029414,action_2
1452,35.4710169,659.0629001445708,action_2
1518,37.0838172,379.0582643229186,action_2
1519,37.1074955,230.24759774683383,action_2
1520,37.13150020000001,834.847983152119,action_2
1521,37.1564987,923.3909370185021,action_2
1522,37.181505,655.2192932806721,action_2
1523,37.2055044,404.10959258541766,action_2
1524,37.228674700000006,109.73606419368085,action_2
1525,37.2545238,350.15100732408416,action_2
1526,37.2777615,1071.7250535350997,action_2
1527,37.3035414,1778.6137129343304,action_2
1528,37.3267553,1208.3947355578205,action_2
1529,37.3519566,2227.8917121520035,action_2
1530,37.3755069,1638.2415016623002,action_2
1531,37.4005065,1022.0893871799817,action_2
1532,37.4245098,1081.1374821646623,action_2
1533,37.45010900000001,1358.5448385739192,action_2
1534,37.4721065,2088.820784394464,action_2
1535,37.4991045,3130.9569191050605,action_2
1536,37.5222793,1662.0242619397516,action_2
1537,37.5474169,1134.5162458947946,action_2
1538,37.5704157,867.0587852531453,action_2
1539,37.5965893,1172.1124710013714,action_2
1540,37.6194196,498.650930197376,action_2
1541,37.6445177,1078.422500458883,action_2
1542,37.6686037,1069.9998052315887,action_2
1543,37.6945281,304.80836441098216,action_2
1544,37.7175186,715.1325113988681,action_2
1545,37.742666,1149.5108584504824,action_2
1546,37.7656677,346.21482474792197,action_2
1547,37.7916653,482.250751000232,action_2
1548,37.8146651,649.978250983685,action_2
1549,37.8395245,257.46645692145853,action_2
1550,37.8636611,645.5315663544524,action_2
1551,37.888592,384.01656470276566,action_2
1619,39.5491505,220.57020555032585,action_2
1620,39.572005,182.2985832987233,action_2
1621,39.59800170000001,1224.4822282438608,action_2
1622,39.62101079999999,1238.553922344904,action_2
1623,39.6479769,974.7226523612601,action_2
1624,39.6699724,202.86402404270183,action_2
1625,39.6949799,318.91664721897337,action_2
1626,39.7191057,1319.5497715382894,action_2
1627,39.7452207,2443.045272136397,action_2
1628,39.7682111,769.7018889643019,action_2
1629,39.7932076,2306.9251579332004,action_2
1630,39.8162122,1173.0027287826424,action_2
1631,39.8421321,1425.7124566862976,action_2
1632,39.8651311,463.7913635393653,action_2
1633,39.8911295,972.8818316376885,action_2
1634,39.9151483,1561.5751943617227,action_2
1635,39.9393394,834.6606572015667,action_2
1636,39.9643335,1588.0997436896344,action_2
1637,39.9882684,1382.569896974422,action_2
1638,40.0122633,785.0001344555648,action_2
1639,40.037025,1210.963421518358,action_2
1640,40.060024,1713.9258102447186,action_2
1641,40.0860169,1171.7716600765311,action_2
1642,40.1094179,1905.6676181078049,action_2
1643,40.1354492,1234.5438634727345,action_2
1644,40.15845039999999,753.3170751645233,action_2
1645,40.1848145,1585.7231590227407,action_2
1646,40.2078128,624.9489718274448,action_2
1647,40.2323225,730.6313424273358,action_2
1648,40.256325200000006,1132.6841353075454,action_2
1649,40.2813282,482.9773124295183,action_2
1650,40.304852200000006,923.3256053979848,action_2
1651,40.3305023,964.0149424097452,action_2
1652,40.3537023,313.8385030157594,action_2
1653,40.3795285,769.6493719002557,action_2
1654,40.402523,564.289172122996,action_2
1723,42.08771160000001,158.01017719568338,action_2
1724,42.1127174,216.8537816459312,action_2
1725,42.1368713,492.52828354455255,action_2
1726,42.159991,710.3174604448142,action_2
1727,42.1858723,937.134665102074,action_2
1728,42.20901129999999,781.9147436045679,action_2
1729,42.235719,275.1513145248738,action_2
1730,42.2577107,1388.7182351753027,action_2
1731,42.2827144,2373.381374288321,action_2
1732,42.3067076,571.9127363486243,action_2
1733,42.3319356,2531.4545792826866,action_2
1734,42.3559659,1268.0636514094938,action_2
1735,42.3809912,727.5293139363008,action_2
1736,42.403966,1360.3630617603794,action_2
1737,42.4299688,1626.4603492789167,action_2
1738,42.4528768,540.9821852858759,action_2
1739,42.4798777,1256.349690532517,action_2
1740,42.5018768,1533.469358310731,action_2
1741,42.5268774,711.7694250817841,action_2
1742,42.5504754,1253.7259178389838,action_2
1743,42.5764797,1418.4662487469702,action_2
1744,42.5994754,1310.8728804913796,action_2
1745,42.6254776,1397.94373048091,action_2
1746,42.64903620000001,265.70632708831903,action_2
1747,42.6741743,961.8133238370959,action_2
1748,42.6972024,969.6273473103054,action_2
