Time (seconds),f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18
0.025000799999999997,30.36013993016213,17.579988364437632,14.68577691135117,28.573121828481405,19.92584769318265,20.42908023646442,17.538163478787776,30.388633738089833,26.300704652895973,17.172461983128493,34.153248241347,14.352835113281596,16.560422319519382,11.238659912480605,22.413350122277148,29.99193490492957,29.765759362475997,10.876991890754105,26.017893477893665
0.04941372406542055,32.72629344555306,25.16773500132811,21.755236145876147,27.47764896175188,31.815267444344588,17.88679120256535,18.497347148309444,18.188834774714866,22.80292571094366,11.344317855110955,14.911159770540726,20.136187531088915,24.35652783762551,25.02581674576684,19.43381660551613,44.72002860252571,60.38509818556487,23.84759675915612,18.23660847462956
0.07382664813084111,21.150128760011935,18.172881058400847,24.757900433015898,24.835174800255515,12.348626065044312,29.71407563633463,22.428854804970687,17.293190438548663,29.111770256424432,21.814129258796314,32.46772321748902,15.393568488589622,8.747900992403155,11.876204288499382,21.231381441632934,17.276851422475342,20.868705552395095,13.251214680196885,21.493155340146316
0.09823957219626167,19.170769380277232,13.792303370028792,28.695105553570535,35.70516071028366,28.16585973738811,29.755726603737195,12.227758584292543,28.826366899720224,48.557443153520445,46.12004818983967,19.728643505656812,28.615415535938023,21.60003685373675,12.880091685499998,24.171701011155797,28.325421948681896,40.02968791173189,41.86279780166873,18.395882277187216
0.12265249626168223,29.37769235722308,27.293459080346903,28.29452701246427,32.61213259698912,18.61416070348101,19.892370110576028,25.341695822893055,20.668108316922098,20.3455445193077,21.952439698855503,52.18118231326496,39.709506841851805,35.29485929514988,22.03132557171555,13.731115605837426,26.086913460079572,26.88199013283803,17.8112124574675,31.782182790527564
0.1470654203271028,11.29790841030616,20.343905874604346,23.983516599024377,30.359491788037573,12.492881369113563,14.585213161391517,12.502862486272265,29.558800812663396,31.37655486187434,22.550133211557153,43.84616428540074,24.101769649185307,22.56114645866972,20.858552749363135,21.91885365843649,27.053891176986134,27.593419449577535,31.203789093553045,24.248590815881265
0.17147834439252332,16.832094923249116,18.57408191460788,26.23701938338601,32.32293709573658,34.4972267144461,43.61794497805652,22.16769145980165,18.766675246069692,20.065629183393217,32.43078245034615,27.23974164493608,30.89632723939441,35.6623196637849,20.04088633598384,13.664762443408936,21.759067121907098,32.155527663961855,18.512361448869626,24.030429815634324
0.19589126845794388,23.930781899134303,20.021252936177497,22.682085028361854,19.127217729714395,26.268215253925177,44.316998506366055,21.707600872653526,17.2373994376461,24.12645262953425,31.162900847070407,26.032185512398065,7.088669851353956,23.905507906515172,13.807706788348519,41.37795220198249,32.67642865106789,17.193518882664222,19.84325278538221,16.94531439257302
0.22030419252336444,37.098827827472384,28.90450903208655,17.9309388912141,20.562422358395406,15.923813926406487,26.039496544006113,11.778185305911512,23.313807109991657,30.43543291971654,13.897077137715563,28.221286056517876,34.475023278683985,25.284133632362494,12.1461924074766,15.673103635690687,19.596631625188277,21.37855771859606,28.312596036450508,38.99511436418841
0.244717116588785,25.755374112963462,29.454024103696817,35.062144891218715,38.42303447894964,25.709069065808322,15.41842746248221,13.675673182997611,21.50513535345953,14.966606995543628,12.715286104705545,27.098104510704825,15.554394940444231,33.8304764478692,23.212580269797126,14.975723825955972,23.326923194711593,31.431259524021897,15.799349950302828,14.53417557809519
