Time (seconds),f0
0.0238726,22.041801982060566
0.048929,21.33726255446207
0.07301039999999999,22.548653933232185
0.0980668,24.555467843281722
0.12206889999999998,21.872920549293994
0.1469436,22.11555037185109
0.17063810000000001,24.55607601035386
0.19572879999999998,22.232338628396597
0.2196443,24.378617420929107
0.2447186,24.386204495439802
0.2682757,23.998045844118455
0.2928865,24.037631409560095
0.3169765,21.305732079225816
0.3419707,24.046361821792313
0.3660426,28.484557195680082
0.390986,25.746894756681478
0.4140558,22.87048470363314
0.4400547,21.644956368598866
0.4631343,22.748257387778988
0.48897219999999997,25.786312189373202
0.5121031,23.544326911270378
0.5370524,23.915590440477033
0.5610273,24.90031944157032
0.5858324,23.27265425220301
0.6104119,26.262700955700915
0.6355066,22.585112689677008
0.6584129,24.4678924087819
0.6844186999999999,23.85538833015885
0.7071097,24.58591851742574
0.7331808000000001,20.731262382739118
0.7560545999999999,23.846297294313334
0.7811675,22.5767459139006
0.805135,23.9073203306601
0.8302295,20.28248662025305
0.8542311,29.04394237501027
0.8791351000000001,27.16194855335076
0.9032376,26.669386487746817
0.9282925,26.54106853793178
0.9512328999999999,27.620656069324493
0.977392,24.084891094775024
1.0003435999999999,22.1795707732277
1.0264151,21.089451121944172
1.0493455,26.53990293412113
1.074343,27.831979272315763
1.0983406999999998,23.364463023082816
1.1233447,24.320736230627787
1.1473427,20.88005510731086
1.1723430000000001,20.836091453338007
1.1954467,23.572258334457583
1.2214491000000003,22.552010050666837
1.2443440000000001,23.316259246052596
1.2703440000000001,20.865088025992144
1.2933431,25.425758211627286
1.3183455,20.610277697740578
1.3423462,19.373778192703742
1.3674517,23.4526963601347
1.3914356,22.928903353283925
1.4165375,23.879666283770792
1.4394354999999999,21.978060431513708
1.4654357,24.896740829982406
1.4884338,23.686294930210114
1.5145378,26.00509340032422
1.5374364999999999,22.67408031002179
1.5624318000000001,25.849557629177305
1.5864353,23.273164310090475
1.6115537,23.236444625990618
1.6355528999999998,24.282820483704697
1.6605488999999998,24.77574634449031
1.6845496,22.592495017243124
1.7095506,23.924056881184413
1.7325485,22.7665057054822
1.7579916000000002,23.461050337936957
1.781327,22.113783438135844
1.807596,20.773247417703704
1.8305948,22.143851203649866
1.8556833,23.42095914484463
1.8796,23.91397464500618
1.9047322,26.82185987650875
1.9284523,23.69145354953663
1.9534508999999998,23.1536149837665
1.9764496999999999,23.918963140917402
2.0034692,24.211628796099838
2.0255009999999998,23.402796406403503
2.0514526,21.383159585975463
2.0744519,25.82480928220689
2.0990138,21.20614374032177
2.1230125,19.30653703518536
2.1480682,23.35889101439693
2.1721206000000004,23.901805044121986
2.1976112999999997,28.5332616840642
2.2206166,24.66076224862712
2.2466116,20.64537627793881
2.2696531,24.851334115922985
2.2956827,22.3481764497335
2.3186159,20.12099177355675
2.3446131,23.97535252267201
2.3676142999999996,23.92589373713287
2.3926136000000002,24.00868850596279
2.4166117000000003,24.19118467784492
2.4416144,23.20191209261978
2.4656138,23.952167688907338
2.4906147,26.452660892725856
2.5136137,29.599478410172676
2.5396121,38.00453610004128
2.5626106,60.05220756856172
2.5887133999999996,78.80818841161697
2.6116121,89.50838597839748
2.6366115000000003,134.1765467873864
2.6606171,232.0732731480247
2.6858463,185.82191434749453
2.7096283,172.01220600903642
2.7346129,202.35752592746726
2.7576132,146.36070956527567
2.7836123,81.11456024379312
2.8066804,176.2148920832811
2.8326695,117.62700949635155
2.8557541,166.23714767432995
2.8806697999999997,298.35270495222653
2.9046726,281.8203696766494
2.9296708,319.7829871619746
2.9536862,285.08781934224527
2.9787232999999995,139.46846638636663
3.0032005,216.20337887050917
3.0277421,257.42127039347804
3.0508959,182.3382338962934
3.0767472000000002,195.97638593534512
3.0998333,168.60490581133774
3.1258824,241.60053788469025
3.148834,222.8102988846771
3.173775,77.70338911622262
3.197655,46.25786783930655
3.2226472000000004,75.89173362680518
3.2466781000000005,118.74748694846994
3.2716436,146.29969553395836
3.2949531000000003,289.91600255269645
3.3209517,255.86701976935814
3.3439567,239.43329987238624
3.3699534,256.6647568580787
3.3929555000000002,198.47199171170516
3.4179537000000004,180.93907191344766
3.4420466,177.0884946613327
3.4670167000000003,194.4991926610679
3.4909532,172.61013535376688
3.5159535,174.95096963965787
3.5389585,148.37135791404214
3.5650277000000004,144.5625534485366
3.5869532,141.23990778926873
3.6133032,166.3853535462372
